age,education,occupation,hours_per_week,marital_status,gender,capital_gain,capital_loss,high_income
45,HS-grad,White-collar,21,Married,Male,5574.089802294505,0.0,1
81,Some-college,Professional,44,Divorced,Male,0.0,0.0,1
86,Some-college,White-collar,28,Separated,Female,0.0,0.0,1
78,Doctorate,Blue-collar,41,Married,Female,0.0,0.0,1
65,Bachelors,Professional,34,Divorced,Male,472.94239072583906,0.0,1
36,Some-college,Professional,29,Widowed,Female,0.0,0.0,1
21,Masters,Blue-collar,31,Divorced,Female,0.0,0.0,1
52,Masters,Blue-collar,42,Widowed,Male,1150.4751663807087,0.0,1
81,HS-grad,White-collar,27,Widowed,Female,0.0,0.0,1
66,Some-college,Sales,32,Divorced,Female,1118.825413906083,0.0,1
34,Doctorate,White-collar,46,Never-married,Male,0.0,0.0,1
61,Bachelors,Professional,66,Never-married,Female,0.0,0.0,1
47,HS-grad,White-collar,44,Widowed,Female,0.0,0.0,1
63,Some-college,Sales,30,Married,Male,0.0,0.0,1
23,Bachelors,Service,36,Divorced,Female,0.0,0.0,1
54,Assoc,Professional,40,Married,Male,0.0,0.0,1
41,Masters,White-collar,36,Never-married,Male,0.0,0.0,1
63,Masters,White-collar,49,Married,Male,0.0,0.0,1
70,HS-grad,White-collar,42,Separated,Male,0.0,0.0,1
77,Bachelors,Professional,49,Separated,Male,0.0,0.0,1
80,Assoc,White-collar,36,Never-married,Male,0.0,0.0,1
49,HS-grad,Blue-collar,53,Married,Female,0.0,348.12338847302146,1
50,Some-college,Sales,38,Divorced,Male,0.0,0.0,1
84,HS-grad,White-collar,30,Never-married,Female,573.8267591395312,0.0,1
35,Bachelors,White-collar,61,Separated,Male,1163.4131376259577,0.0,1
42,Bachelors,White-collar,21,Never-married,Male,4670.4951618363275,0.0,1
71,HS-grad,White-collar,32,Married,Male,0.0,0.0,1
75,Elementary,Blue-collar,33,Married,Female,0.0,0.0,1
84,HS-grad,Service,65,Married,Female,0.0,5769.970434449666,1
63,HS-grad,White-collar,58,Widowed,Male,6586.979993478745,1058.117056497376,1
41,HS-grad,White-collar,54,Married,Female,0.0,0.0,1
49,HS-grad,Blue-collar,36,Separated,Male,0.0,0.0,1
64,HS-grad,White-collar,64,Separated,Male,0.0,0.0,1
40,Some-college,Sales,43,Widowed,Female,0.0,0.0,1
83,HS-grad,Professional,49,Separated,Male,0.0,0.0,1
44,HS-grad,Blue-collar,41,Separated,Male,0.0,0.0,1
19,Bachelors,White-collar,39,Never-married,Female,5398.5127548244045,0.0,1
34,Elementary,Blue-collar,37,Married,Male,0.0,3938.6689142689966,1
50,Bachelors,Blue-collar,37,Never-married,Male,0.0,0.0,1
26,Bachelors,Professional,46,Never-married,Female,0.0,0.0,1
60,Masters,Blue-collar,43,Separated,Female,3223.577193374651,0.0,1
65,Masters,Blue-collar,39,Divorced,Male,269.2964507875759,0.0,1
56,HS-grad,White-collar,55,Married,Male,0.0,0.0,1
59,HS-grad,Professional,10,Divorced,Female,0.0,0.0,1
43,Some-college,Professional,45,Separated,Female,0.0,0.0,1
67,Bachelors,White-collar,47,Widowed,Male,0.0,0.0,1
42,Some-college,White-collar,51,Never-married,Female,0.0,498.1528285243322,1
41,Masters,Sales,39,Separated,Female,0.0,0.0,1
30,HS-grad,Professional,42,Separated,Female,0.0,0.0,1
77,HS-grad,Blue-collar,49,Divorced,Male,15971.771096295286,0.0,1
24,HS-grad,White-collar,54,Widowed,Male,0.0,0.0,1
74,Some-college,Professional,36,Never-married,Male,0.0,0.0,1
53,HS-grad,White-collar,42,Widowed,Male,920.0737121452938,0.0,1
62,HS-grad,White-collar,56,Widowed,Male,0.0,0.0,1
37,Masters,Professional,18,Widowed,Female,0.0,0.0,1
82,Elementary,White-collar,33,Married,Female,5519.451520678607,0.0,1
25,HS-grad,Professional,54,Widowed,Female,12202.953283749188,0.0,1
33,Assoc,Blue-collar,50,Separated,Male,0.0,0.0,1
31,HS-grad,Blue-collar,45,Married,Male,0.0,58.91729725588246,1
32,Bachelors,White-collar,35,Married,Female,0.0,0.0,1
83,Bachelors,Blue-collar,31,Widowed,Female,0.0,0.0,1
49,HS-grad,Blue-collar,34,Separated,Female,0.0,0.0,1
80,Bachelors,Professional,55,Never-married,Female,0.0,0.0,1
68,Bachelors,Service,33,Widowed,Male,0.0,0.0,1
42,Assoc,Blue-collar,41,Married,Male,0.0,0.0,1
75,Some-college,Professional,32,Never-married,Female,0.0,0.0,1
80,Doctorate,Professional,48,Never-married,Male,0.0,0.0,1
79,Bachelors,Professional,34,Married,Male,0.0,0.0,1
39,Bachelors,Professional,39,Never-married,Male,0.0,0.0,1
75,Bachelors,Blue-collar,23,Separated,Male,5982.952205427998,0.0,1
75,Doctorate,White-collar,23,Separated,Female,0.0,0.0,1
66,Assoc,Blue-collar,40,Widowed,Female,0.0,0.0,1
69,HS-grad,Blue-collar,26,Widowed,Male,0.0,0.0,1
59,Bachelors,Sales,61,Never-married,Female,0.0,0.0,1
87,HS-grad,Sales,19,Married,Male,0.0,0.0,1
32,HS-grad,Professional,31,Separated,Female,0.0,0.0,1
71,HS-grad,White-collar,40,Divorced,Female,1229.8200947708265,0.0,1
77,Masters,Sales,36,Widowed,Female,0.0,0.0,1
25,Doctorate,Professional,28,Separated,Female,0.0,0.0,1
70,Bachelors,Professional,30,Never-married,Female,1897.497984356523,0.0,1
77,Bachelors,Blue-collar,30,Separated,Female,0.0,0.0,1
22,Elementary,Sales,37,Separated,Female,0.0,0.0,1
85,Bachelors,White-collar,59,Never-married,Male,153.35732020797346,0.0,1
23,Bachelors,Sales,40,Widowed,Female,0.0,1703.5546265854139,1
64,Bachelors,Blue-collar,51,Widowed,Male,0.0,0.0,1
72,Bachelors,White-collar,45,Divorced,Female,0.0,0.0,1
57,HS-grad,Professional,51,Divorced,Female,0.0,0.0,1
69,Some-college,Service,12,Widowed,Female,0.0,0.0,1
33,HS-grad,White-collar,36,Widowed,Male,0.0,0.0,1
30,HS-grad,Professional,53,Widowed,Male,4743.530401651089,785.0966178230689,1
47,Masters,White-collar,34,Widowed,Male,0.0,0.0,1
36,HS-grad,Blue-collar,57,Separated,Male,0.0,0.0,1
34,Some-college,Professional,54,Divorced,Male,0.0,0.0,1
80,Some-college,White-collar,35,Never-married,Female,4746.562244299497,0.0,1
36,Bachelors,Professional,34,Married,Male,0.0,0.0,1
75,Some-college,Other,29,Never-married,Male,0.0,0.0,1
72,HS-grad,Professional,33,Married,Male,0.0,0.0,1
79,Elementary,Sales,27,Separated,Female,0.0,8328.9339217916,1
40,HS-grad,Service,44,Divorced,Female,0.0,0.0,1
26,Elementary,Professional,25,Married,Female,6464.030679907657,0.0,1
29,Some-college,Other,46,Widowed,Male,0.0,0.0,1
18,Bachelors,Service,46,Separated,Female,0.0,0.0,1
75,HS-grad,Blue-collar,23,Married,Male,0.0,0.0,0
18,Elementary,Professional,55,Widowed,Female,0.0,0.0,1
51,Some-college,Sales,45,Separated,Female,0.0,0.0,1
65,Bachelors,Blue-collar,47,Married,Female,0.0,0.0,1
18,Doctorate,Other,32,Widowed,Female,0.0,0.0,1
33,HS-grad,Professional,46,Divorced,Female,0.0,0.0,1
78,Bachelors,Blue-collar,51,Separated,Male,0.0,0.0,1
81,HS-grad,White-collar,39,Married,Male,0.0,0.0,1
80,Bachelors,Professional,60,Widowed,Female,55.28597685062644,0.0,1
86,Some-college,White-collar,40,Divorced,Male,0.0,0.0,1
39,HS-grad,Blue-collar,51,Widowed,Female,0.0,0.0,1
84,Some-college,White-collar,42,Divorced,Female,0.0,0.0,1
43,Bachelors,White-collar,45,Married,Female,0.0,220.6421639297541,1
33,HS-grad,Other,23,Widowed,Female,0.0,0.0,1
68,Bachelors,White-collar,43,Widowed,Female,0.0,0.0,1
74,Bachelors,Sales,32,Never-married,Female,0.0,0.0,1
46,Bachelors,White-collar,31,Separated,Female,0.0,96.91645713969396,1
86,Bachelors,White-collar,57,Widowed,Male,8514.384662424052,0.0,1
64,Masters,Sales,37,Divorced,Male,0.0,0.0,1
79,HS-grad,Service,29,Separated,Female,0.0,0.0,1
86,HS-grad,White-collar,36,Married,Male,0.0,0.0,1
33,HS-grad,Blue-collar,26,Separated,Female,0.0,0.0,1
65,Some-college,Professional,54,Never-married,Male,0.0,0.0,1
56,Assoc,Professional,33,Married,Male,0.0,0.0,1
50,HS-grad,White-collar,45,Widowed,Female,0.0,0.0,1
40,HS-grad,Professional,53,Married,Female,0.0,0.0,1
27,Bachelors,White-collar,34,Married,Male,6710.640207556446,0.0,1
86,Assoc,White-collar,45,Never-married,Female,0.0,0.0,1
51,Bachelors,Professional,29,Divorced,Male,759.2718141358876,92.1251936925856,1
69,HS-grad,White-collar,64,Married,Female,0.0,0.0,1
27,HS-grad,White-collar,49,Divorced,Male,0.0,0.0,1
36,HS-grad,Sales,38,Separated,Male,0.0,0.0,1
75,Bachelors,Service,32,Never-married,Male,0.0,0.0,1
18,Some-college,Sales,38,Widowed,Female,2135.690979033887,0.0,1
86,Bachelors,White-collar,36,Married,Male,0.0,0.0,1
21,Masters,Service,59,Divorced,Female,0.0,0.0,1
33,Bachelors,Blue-collar,27,Married,Female,0.0,0.0,1
41,Bachelors,Professional,41,Never-married,Female,0.0,0.0,1
19,Assoc,Professional,39,Widowed,Female,0.0,0.0,1
49,Bachelors,Sales,38,Separated,Female,0.0,488.9225744366499,1
41,Some-college,Sales,38,Separated,Male,0.0,0.0,1
29,HS-grad,Blue-collar,38,Divorced,Female,0.0,0.0,1
67,Bachelors,Blue-collar,48,Separated,Female,0.0,0.0,1
52,Assoc,Sales,46,Divorced,Male,0.0,0.0,1
50,Bachelors,Other,44,Widowed,Male,5087.8104989680305,0.0,1
50,Some-college,White-collar,10,Married,Female,0.0,0.0,1
78,Bachelors,Professional,42,Never-married,Female,0.0,0.0,1
68,Some-college,Blue-collar,23,Widowed,Female,0.0,0.0,1
60,Bachelors,White-collar,46,Widowed,Male,0.0,0.0,1
29,HS-grad,Blue-collar,54,Separated,Female,0.0,0.0,1
84,Some-college,Service,30,Separated,Female,0.0,0.0,1
82,Assoc,Sales,37,Never-married,Male,0.0,0.0,1
50,Assoc,Sales,34,Married,Male,3423.880330959245,0.0,1
57,Some-college,White-collar,52,Widowed,Male,0.0,0.0,1
60,Some-college,White-collar,40,Separated,Female,0.0,0.0,1
61,Bachelors,White-collar,57,Widowed,Female,611.3707626494494,0.0,1
46,HS-grad,Sales,44,Married,Female,0.0,0.0,1
30,HS-grad,Blue-collar,42,Divorced,Male,0.0,0.0,1
29,HS-grad,Sales,40,Married,Male,0.0,0.0,1
63,HS-grad,Professional,48,Widowed,Female,0.0,0.0,1
19,HS-grad,White-collar,22,Widowed,Male,0.0,0.0,1
